objectid,filename,title,creator,date,description,keyword,source,identifier,type,format,language,rights,rightsstatement,category
doc001,https://summersunmontessori.com/wp-content/uploads/2016/09/Sample-PDF-file.pdf,Oil Refinery Health and Safety Hazards: Their Causes and the Struggle to End Them,Richard Engler,1975,,,,,Text,application/pdf,eng,,,refinery-history-policy
